kegg_id	chebi_id
C03664	CHEBI:28854
C03665	CHEBI:27971
C03666	CHEBI:17344
C03667	CHEBI:52501
C03668	CHEBI:50263
C03671	CHEBI:17872
C03672	CHEBI:17385
C03673	CHEBI:18117
C03674	CHEBI:28084
C03676	CHEBI:17419
C03677	CHEBI:17294
C03678	CHEBI:11955
C03679	CHEBI:17346
C03680	CHEBI:27384
C03681	CHEBI:28952
C03682	CHEBI:2165
C03683	CHEBI:18236
C03684	CHEBI:17804
C03685	CHEBI:15506
C03686	CHEBI:18171
C03687	CHEBI:35411
C03688	CHEBI:16139
C03690	CHEBI:17747
C03691	CHEBI:18098
C03692	CHEBI:17615
C03693	CHEBI:4209
C03703	CHEBI:16342
C03708	CHEBI:7237
C03709	CHEBI:17648
C03710	CHEBI:16532
C03711	CHEBI:16913
C03712	CHEBI:16305
C03715	CHEBI:17197
C03716	CHEBI:16859
C03717	CHEBI:17959
C03719	CHEBI:17520
C03722	CHEBI:16675
C03723	CHEBI:17668
C03724	CHEBI:15510
C03725	CHEBI:28228
C03726	CHEBI:28133
C03727	CHEBI:16163
C03730	CHEBI:9161
C03731	CHEBI:15715
C03733	CHEBI:67118
C03734	CHEBI:28459
C03735	CHEBI:178383
C03736	CHEBI:18189
C03737	CHEBI:15902
C03738	CHEBI:16834
C03739	CHEBI:16931
C03740	CHEBI:17690
C03741	CHEBI:15757
C03742	CHEBI:16660
C03743	CHEBI:16746
C03747	CHEBI:16076
C03748	CHEBI:15826
C03750	CHEBI:15707
C03752	CHEBI:17784
C03753	CHEBI:28160
C03754	CHEBI:17402
C03757	CHEBI:28740
C03758	CHEBI:18243
C03761	CHEBI:16831
C03762	CHEBI:27501
C03764	CHEBI:17903
C03765	CHEBI:15621
C03766	CHEBI:16667
C03767	CHEBI:1921
C03768	CHEBI:1933
C03771	CHEBI:18253
C03772	CHEBI:16985
C03773	CHEBI:28250
C03776	CHEBI:28110
C03779	CHEBI:3122
C03782	CHEBI:4075
C03783	CHEBI:28207
C03785	CHEBI:4250
C03789	CHEBI:17316
C03790	CHEBI:16439
C03793	CHEBI:17311
C03794	CHEBI:15919
C03795	CHEBI:7417
C03796	CHEBI:16021
C03797	CHEBI:16792
C03798	CHEBI:15701
C03801	CHEBI:8631
C03802	CHEBI:17972
C03804	CHEBI:17163
C03805	CHEBI:36476
C03806	CHEBI:33705
C03811	CHEBI:27818
C03817	CHEBI:16373
C03819	CHEBI:28914
C03820	CHEBI:16291
C03822	CHEBI:948
C03823	CHEBI:16456
C03824	CHEBI:15745
C03826	CHEBI:1060
C03827	CHEBI:16950
C03828	CHEBI:1090
C03829	CHEBI:28227
C03830	CHEBI:1369
C03832	CHEBI:18184
C03834	CHEBI:1549
C03836	CHEBI:1722
C03837	CHEBI:17763
C03838	CHEBI:18349
C03840	CHEBI:15794
C03843	CHEBI:2128
C03844	CHEBI:28548
C03845	CHEBI:16608
C03846	CHEBI:2164
C03847	CHEBI:27887
C03848	CHEBI:17332
C03849	CHEBI:17088
C03850	CHEBI:28355
C03851	CHEBI:16771
C03852	CHEBI:18011
C03855	CHEBI:17495
C03858	CHEBI:27423
C03859	CHEBI:27606
C03860	CHEBI:16251
C03861	CHEBI:17036
C03862	CHEBI:15809
C03864	CHEBI:16641
C03865	CHEBI:16036
C03866	CHEBI:17707
C03868	CHEBI:15711
C03870	CHEBI:28596
C03871	CHEBI:28245
C03872	CHEBI:16542
C03873	CHEBI:27629
C03878	CHEBI:28009
C03879	CHEBI:28000
C03880	CHEBI:16956
C03881	CHEBI:17739
C03882	CHEBI:28821
C03884	CHEBI:28229
C03885	CHEBI:18162
C03887	CHEBI:17216
C03888	CHEBI:16877
C03889	CHEBI:7901
C03890	CHEBI:8004
C03892	CHEBI:37393
C03893	CHEBI:27759
C03894	CHEBI:18025
C03895	CHEBI:15989
C03897	CHEBI:16557
C03898	CHEBI:28167
C03899	CHEBI:17491
C03900	CHEBI:17736
C03901	CHEBI:17195
C03904	CHEBI:16401
C03905	CHEBI:16376
C03906	CHEBI:15807
C03910	CHEBI:15577
C03912	CHEBI:371
C03916	CHEBI:28610
C03917	CHEBI:16330
C03918	CHEBI:17365
C03920	CHEBI:17827
C03921	CHEBI:17305
C03925	CHEBI:1395
C03926	CHEBI:16622
C03927	CHEBI:28630
C03928	CHEBI:28656
C03929	CHEBI:27472
C03930	CHEBI:16317
C03935	CHEBI:16784
C03939	CHEBI:17093
C03942	CHEBI:16491
C03943	CHEBI:4280
C03944	CHEBI:4572
C03946	CHEBI:16816
C03947	CHEBI:16597
C03948	CHEBI:27828
C03951	CHEBI:27994
C03954	CHEBI:17931
C03955	CHEBI:17374
C03956	CHEBI:17777
C03957	CHEBI:17427
C03958	CHEBI:35940
C03961	CHEBI:17576
C03962	CHEBI:15411
C03963	CHEBI:15578
C03964	CHEBI:10980
C03968	CHEBI:17106
C03969	CHEBI:40547
C03972	CHEBI:864
C03974	CHEBI:17936
C03975	CHEBI:16713
C03979	CHEBI:18078
C03980	CHEBI:1088
C03981	CHEBI:28394
C03982	CHEBI:16616
C03985	CHEBI:17580
C03986	CHEBI:16116
C03987	CHEBI:28039
C03989	CHEBI:1683
C03990	CHEBI:16325
C03993	CHEBI:11935
C03994	CHEBI:16131
C03995	CHEBI:15984
C03996	CHEBI:17382
C03997	CHEBI:16952
C03998	CHEBI:17825
C03999	CHEBI:15338
C04000	CHEBI:16079
C04002	CHEBI:17516
C04006	CHEBI:18169
C04007	CHEBI:27590
C04013	CHEBI:18100
C04015	CHEBI:29006
C04016	CHEBI:21498
C04017	CHEBI:21500
C04018	CHEBI:16186
C04019	CHEBI:27425
C04020	CHEBI:17213
C04022	CHEBI:16457
C04024	CHEBI:16631
C04025	CHEBI:28383
C04026	CHEBI:22440
C04030	CHEBI:15572
C04031	CHEBI:210
C04033	CHEBI:18365
C04034	CHEBI:17914
C04036	CHEBI:15799
C04037	CHEBI:17543
C04039	CHEBI:15689
C04042	CHEBI:28453
C04043	CHEBI:27978
C04044	CHEBI:18136
C04045	CHEBI:19891
C04046	CHEBI:75799
C04047	CHEBI:15481
C04049	CHEBI:28204
C04050	CHEBI:28469
C04051	CHEBI:2030
C04052	CHEBI:15924
C04053	CHEBI:17117
C04054	CHEBI:17679
C04056	CHEBI:32798
C04058	CHEBI:28898
C04062	CHEBI:18225
C04063	CHEBI:28858
C04064	CHEBI:18156
C04067	CHEBI:16879
C04068	CHEBI:27687
C04069	CHEBI:16658
C04070	CHEBI:52076
C04071	CHEBI:17175
C04073	CHEBI:17174
C04074	CHEBI:18174
C04075	CHEBI:15885
C04076	CHEBI:17917
C04078	CHEBI:6884
C04079	CHEBI:18416
C04081	CHEBI:16434
C04083	CHEBI:17660
C04084	CHEBI:16744
C04087	CHEBI:16367
C04089	CHEBI:85804
C04091	CHEBI:16190
C04092	CHEBI:30912
C04093	CHEBI:16663
C04097	CHEBI:509
C04100	CHEBI:28733
C04101	CHEBI:15723
C04102	CHEBI:28468
C04103	CHEBI:36486
C04104	CHEBI:882
C04105	CHEBI:18080
C04106	CHEBI:17413
C04108	CHEBI:15690
C04109	CHEBI:16400
C04110	CHEBI:17136
C04111	CHEBI:1439
C04112	CHEBI:28958
C04114	CHEBI:1774
C04115	CHEBI:17250
C04116	CHEBI:1934
C04118	CHEBI:17772
C04121	CHEBI:86284
C04122	CHEBI:28390
C04126	CHEBI:28293
C04130	CHEBI:28444
C04131	CHEBI:35735
C04132	CHEBI:28132
C04133	CHEBI:16878
C04134	CHEBI:28257
C04136	CHEBI:15993
C04137	CHEBI:15805
C04138	CHEBI:30307
C04142	CHEBI:8568
C04143	CHEBI:8556
C04144	CHEBI:17420
C04145	CHEBI:18144
C04146	CHEBI:16275
C04147	CHEBI:27554
C04148	CHEBI:8087
C04150	CHEBI:16402
C04152	CHEBI:18166
C04153	CHEBI:18143
C04154	CHEBI:18192
C04155	CHEBI:17591
C04156	CHEBI:16801
C04157	CHEBI:17267
C04158	CHEBI:16306
C04159	CHEBI:16642
C04160	CHEBI:16262
C04164	CHEBI:16279
C04165	CHEBI:27934
C04166	CHEBI:28258
C04167	CHEBI:28395
C04170	CHEBI:18360
C04171	CHEBI:48968
C04175	CHEBI:28767
C04178	CHEBI:17192
C04180	CHEBI:1480
C04181	CHEBI:11812
C04185	CHEBI:2003
C04186	CHEBI:2040
C04187	CHEBI:27964
C04188	CHEBI:27859
C04191	CHEBI:27918
C04193	CHEBI:28321
C04194	CHEBI:17952
C04196	CHEBI:17831
C04197	CHEBI:17990
C04199	CHEBI:17379
C04201	CHEBI:18103
C04203	CHEBI:15783
C04204	CHEBI:17455
C04205	CHEBI:17318
C04207	CHEBI:16606
C04208	CHEBI:28609
C04209	CHEBI:16399
C04210	CHEBI:16770
C04211	CHEBI:17328
C04213	CHEBI:15926
C04216	CHEBI:17613
C04217	CHEBI:16818
C04218	CHEBI:18234
C04219	CHEBI:18260
C04221	CHEBI:10702
C04223	CHEBI:18429
C04225	CHEBI:16717
C04226	CHEBI:16453
C04227	CHEBI:17134
C04229	CHEBI:28162
C04230	CHEBI:17504
C04232	CHEBI:17955
C04233	CHEBI:16728
C04234	CHEBI:17541
C04235	CHEBI:1444
C04236	CHEBI:1467
C04237	CHEBI:28710
C04242	CHEBI:2129
C04244	CHEBI:17248
C04247	CHEBI:18018
C04248	CHEBI:17049
C04250	CHEBI:4299
C04251	CHEBI:15787
C04255	CHEBI:28447
C04256	CHEBI:7125
C04257	CHEBI:28273
C04258	CHEBI:16686
C04259	CHEBI:16029
C04260	CHEBI:16644
C04264	CHEBI:8934
C04265	CHEBI:176872
C04266	CHEBI:27516
C04268	CHEBI:15952
C04271	CHEBI:15648
C04272	CHEBI:15684
C04273	CHEBI:27761
C04274	CHEBI:508
C04275	CHEBI:27993
C04276	CHEBI:16662
C04277	CHEBI:16968
C04280	CHEBI:17110
C04281	CHEBI:6151
C04282	CHEBI:16352
C04284	CHEBI:28362
C04285	CHEBI:28128
C04286	CHEBI:27981
C04287	CHEBI:16145
C04290	CHEBI:17619
C04291	CHEBI:17467
C04292	CHEBI:16612
C04293	CHEBI:16514
C04294	CHEBI:17957
C04295	CHEBI:2710
C04297	CHEBI:70800
C04299	CHEBI:18426
C04300	CHEBI:15822
C04301	CHEBI:28702
C04302	CHEBI:7091
C04303	CHEBI:15766
C04305	CHEBI:21745
C04307	CHEBI:27529
C04308	CHEBI:17152
C04309	CHEBI:8146
C04311	CHEBI:8534
C04313	CHEBI:10446
C04314	CHEBI:15561
C04315	CHEBI:18063
C04316	CHEBI:15448
C04317	CHEBI:30909
C04318	CHEBI:16147
C04322	CHEBI:1372
C04323	CHEBI:28025
C04324	CHEBI:17424
C04327	CHEBI:17857
C04330	CHEBI:17975
C04332	CHEBI:17601
C04333	CHEBI:17618
C04335	CHEBI:28282
C04336	CHEBI:27788
C04337	CHEBI:7549
C04342	CHEBI:18182
C04346	CHEBI:68516
C04347	CHEBI:27743
C04348	CHEBI:15454
C04349	CHEBI:15623
C04350	CHEBI:15666
C04351	CHEBI:16825
C04352	CHEBI:15769
C04353	CHEBI:15667
C04354	CHEBI:17676
C04359	CHEBI:16421
C04360	CHEBI:27395
C04361	CHEBI:17473
C04366	CHEBI:16281
C04367	CHEBI:16122
C04368	CHEBI:16939
C04371	CHEBI:17919
C04373	CHEBI:28195
C04376	CHEBI:18272
C04377	CHEBI:16568
C04378	CHEBI:2285
C04379	CHEBI:17206
C04381	CHEBI:16191
C04382	CHEBI:28703
C04384	CHEBI:18137
C04385	CHEBI:17155
C04390	CHEBI:18317
C04392	CHEBI:28400
C04394	CHEBI:8006
C04397	CHEBI:17350
C04398	CHEBI:17341
C04399	CHEBI:15880
C04403	CHEBI:28690
C04404	CHEBI:16817
C04405	CHEBI:15449
C04409	CHEBI:995
C04411	CHEBI:35121
C04415	CHEBI:17335
C04416	CHEBI:17938
C04417	CHEBI:27970
C04418	CHEBI:28253
C04420	CHEBI:192285
C04421	CHEBI:17279
C04422	CHEBI:15704
C04423	CHEBI:27416
C04424	CHEBI:17577
C04425	CHEBI:8944
C04426	CHEBI:132804
C04428	CHEBI:28348
C04429	CHEBI:27863
C04431	CHEBI:18371
C04432	CHEBI:16847
C04433	CHEBI:15662
C04434	CHEBI:15668
C04435	CHEBI:17546
C04437	CHEBI:16805
C04438	CHEBI:29017
C04441	CHEBI:73995
C04442	CHEBI:15925
C04443	CHEBI:16860
C04444	CHEBI:27825
C04445	CHEBI:27626
C04446	CHEBI:17993
C04447	CHEBI:17693
C04448	CHEBI:47879
C04452	CHEBI:355715
C04453	CHEBI:16495
C04454	CHEBI:18247
C04457	CHEBI:15798
C04458	CHEBI:28333
C04459	CHEBI:17856
C04461	CHEBI:27465
C04462	CHEBI:15685
C04465	CHEBI:18195
C04466	CHEBI:48428
C04468	CHEBI:15386
C04469	CHEBI:27415
C04471	CHEBI:15624
C04473	CHEBI:27734
C04475	CHEBI:36712
C04476	CHEBI:18244
C04477	CHEBI:16155
C04478	CHEBI:18069
C04479	CHEBI:61470
C04480	CHEBI:18003
C04482	CHEBI:29039
C04483	CHEBI:28834
C04484	CHEBI:18046
C04485	CHEBI:17181
C04486	CHEBI:16887
C04489	CHEBI:17614
C04491	CHEBI:16726
C04494	CHEBI:16690
C04498	CHEBI:32818
C04500	CHEBI:18278
C04501	CHEBI:16446
C04502	CHEBI:17149
C04503	CHEBI:28968
C04504	CHEBI:16844
C04505	CHEBI:8323
C04506	CHEBI:17171
C04507	CHEBI:16046
C04508	CHEBI:27602
C04510	CHEBI:17449
C04512	CHEBI:17157
C04514	CHEBI:28809
C04515	CHEBI:209
C04516	CHEBI:17527
C04517	CHEBI:17832
C04518	CHEBI:16418
C04520	CHEBI:15844
C04521	CHEBI:28695
C04522	CHEBI:17337
C04524	CHEBI:16068
C04525	CHEBI:17038
C04526	CHEBI:27599
C04527	CHEBI:28018
C04529	CHEBI:15615
C04530	CHEBI:16455
C04534	CHEBI:2233
C04535	CHEBI:2271
C04536	CHEBI:15432
C04537	CHEBI:12427
C04540	CHEBI:17261
C04541	CHEBI:7396
C04543	CHEBI:28714
C04544	CHEBI:17078
C04545	CHEBI:29187
C04546	CHEBI:10979
C04547	CHEBI:17501
C04548	CHEBI:29081
C04549	CHEBI:17283
C04552	CHEBI:18016
C04553	CHEBI:16989
C04554	CHEBI:16577
C04555	CHEBI:16814
C04556	CHEBI:18032
C04558	CHEBI:16754
C04559	CHEBI:16766
C04561	CHEBI:16239
C04562	CHEBI:28769
C04563	CHEBI:16507
C04572	CHEBI:28608
C04573	CHEBI:15886
C04574	CHEBI:18197
C04575	CHEBI:15622
C04576	CHEBI:18082
C04577	CHEBI:15559
C04578	CHEBI:18430
C04579	CHEBI:18345
C04580	CHEBI:28062
C04581	CHEBI:27767
C04582	CHEBI:28096
C04583	CHEBI:2196
C04584	CHEBI:15953
C04586	CHEBI:17132
C04587	CHEBI:27853
C04589	CHEBI:132803
C04590	CHEBI:16206
C04592	CHEBI:15565
C04593	CHEBI:15607
C04594	CHEBI:15654
C04596	CHEBI:16598
C04597	CHEBI:27670
C04598	CHEBI:36707
C04599	CHEBI:17963
C04604	CHEBI:17978
C04606	CHEBI:16013
C04608	CHEBI:16778
C04611	CHEBI:28071
C04613	CHEBI:17867
C04614	CHEBI:10263
C04615	CHEBI:27896
C04617	CHEBI:160
C04621	CHEBI:15659
C04622	CHEBI:15660
C04623	CHEBI:16130
C04625	CHEBI:16106
C04627	CHEBI:28495
C04628	CHEBI:28890
C04630	CHEBI:63273
C04631	CHEBI:68507
C04634	CHEBI:17708
C04635	CHEBI:15785
C04636	CHEBI:15726
C04637	CHEBI:18348
C04638	CHEBI:16266
C04639	CHEBI:74673
C04640	CHEBI:18413
C04641	CHEBI:17506
C04642	CHEBI:17142
C04643	CHEBI:16390
C04644	CHEBI:15494
C04646	CHEBI:2332
C04648	CHEBI:16124
C04649	CHEBI:17421
C04650	CHEBI:28030
C04652	CHEBI:17787
C04654	CHEBI:15548
C04655	CHEBI:15608
C04656	CHEBI:18915
C04660	CHEBI:27944
C04661	CHEBI:36240
C04662	CHEBI:1822
C04663	CHEBI:177803
C04665	CHEBI:16379
C04666	CHEBI:17805
C04667	CHEBI:17398
C04670	CHEBI:15567
C04671	CHEBI:15550
C04672	CHEBI:15653
C04673	CHEBI:17845
C04674	CHEBI:17446
C04675	CHEBI:15483
C04676	CHEBI:18084
C04677	CHEBI:18406
C04678	CHEBI:17198
C04683	CHEBI:16361
C04684	CHEBI:10586
C04685	CHEBI:15545
C04686	CHEBI:15546
C04687	CHEBI:15566
C04690	CHEBI:16216
C04691	CHEBI:18150
C04692	CHEBI:16475
C04695	CHEBI:17391
C04698	CHEBI:17512
C04700	CHEBI:9837
C04702	CHEBI:70768
C04703	CHEBI:17954
C04706	CHEBI:16211
C04707	CHEBI:15547
C04708	CHEBI:16994
C04709	CHEBI:27553
C04711	CHEBI:17229
C04712	CHEBI:15838
C04713	CHEBI:15819
C04714	CHEBI:10239
C04715	CHEBI:15574
C04717	CHEBI:15655
C04718	CHEBI:29064
C04719	CHEBI:17770
C04720	CHEBI:18048
C04722	CHEBI:18402
C04725	CHEBI:16041
C04728	CHEBI:16819
C04729	CHEBI:16773
C04730	CHEBI:15681
C04731	CHEBI:17472
C04732	CHEBI:15934
C04733	CHEBI:15863
C04734	CHEBI:18381
C04737	CHEBI:18313
C04738	CHEBI:61537
C04739	CHEBI:68681
C04740	CHEBI:15679
C04741	CHEBI:15544
C04742	CHEBI:15558
C04744	CHEBI:28643
C04746	CHEBI:1720
C04748	CHEBI:15818
C04750	CHEBI:16117
C04751	CHEBI:28413
C04752	CHEBI:16629
C04756	CHEBI:17476
C04758	CHEBI:15557
C04760	CHEBI:15493
C04767	CHEBI:17265
C04771	CHEBI:29063
C04772	CHEBI:28144
C04773	CHEBI:16409
C04775	CHEBI:17227
C04776	CHEBI:16981
C04778	CHEBI:16837
C04779	CHEBI:15731
C04780	CHEBI:137132
C04783	CHEBI:17692
C04785	CHEBI:48905
C04787	CHEBI:166641
C04790	CHEBI:17940
C04792	CHEBI:16999
C04793	CHEBI:15896
C04794	CHEBI:16126
C04796	CHEBI:16098
C04797	CHEBI:17671
C04798	CHEBI:17147
C04799	CHEBI:29018
C04800	CHEBI:21020
C04802	CHEBI:10596
C04804	CHEBI:28360
C04805	CHEBI:28209
C04806	CHEBI:16129
C04807	CHEBI:15998
C04808	CHEBI:16640
C04810	CHEBI:7763
C04811	CHEBI:28208
C04812	CHEBI:27695
C04814	CHEBI:15717
C04815	CHEBI:16694
C04818	CHEBI:16979
C04819	CHEBI:10393
C04822	CHEBI:15629
C04823	CHEBI:18319
C04824	CHEBI:16942
C04830	CHEBI:132876
C04831	CHEBI:16603
C04832	CHEBI:18209
C04833	CHEBI:17894
C04834	CHEBI:15580
C04835	CHEBI:15556
C04839	CHEBI:1612
C04840	CHEBI:18134
C04843	CHEBI:15630
C04844	CHEBI:29086
C04845	CHEBI:17103
C04847	CHEBI:18217
C04848	CHEBI:18214
C04849	CHEBI:15631
C04850	CHEBI:18914
C04851	CHEBI:37738
C04853	CHEBI:15646
C04855	CHEBI:17785
C04856	CHEBI:15644
C04858	CHEBI:15932
C04859	CHEBI:15575
C04861	CHEBI:17631
C04862	CHEBI:28781
C04864	CHEBI:15931
C04865	CHEBI:16735
C04867	CHEBI:15581
C04871	CHEBI:365
C04872	CHEBI:16599
C04873	CHEBI:27712
C04874	CHEBI:17001
C04875	CHEBI:29109
C04876	CHEBI:28514
C04877	CHEBI:84805
C04880	CHEBI:32618
C04881	CHEBI:132875
C04882	CHEBI:18199
C04883	CHEBI:29110
C04884	CHEBI:51013
C04885	CHEBI:16901
C04886	CHEBI:17725
C04887	CHEBI:17483
C04890	CHEBI:16059
C04891	CHEBI:16198
C04894	CHEBI:17329
C04895	CHEBI:18372
C04896	CHEBI:18302
C04898	CHEBI:7764
C04899	CHEBI:64084
C04900	CHEBI:37645
C04901	CHEBI:16565
C04902	CHEBI:15876
C04903	CHEBI:16936
C04904	CHEBI:27877
C04905	CHEBI:15797
C04906	CHEBI:32601
C04908	CHEBI:16986
C04909	CHEBI:16295
C04910	CHEBI:17292
C04911	CHEBI:18216
C04913	CHEBI:21511
C04914	CHEBI:22407
C04916	CHEBI:27735
C04917	CHEBI:16478
C04919	CHEBI:29056
C04920	CHEBI:17139
C04922	CHEBI:17006
C04923	CHEBI:29111
C04924	CHEBI:16121
C04925	CHEBI:18056
C04926	CHEBI:17850
C04927	CHEBI:18163
C04930	CHEBI:17581
C04931	CHEBI:48720
C04932	CHEBI:18380
C04934	CHEBI:32602
C04936	CHEBI:36528
C04937	CHEBI:32890
C04938	CHEBI:142448
C04939	CHEBI:16506
C04940	CHEBI:289
C04942	CHEBI:12384
C04944	CHEBI:17182
C05001	CHEBI:37516
C05003	CHEBI:28614
C05005	CHEBI:33563
C05009	CHEBI:36073
C05010	CHEBI:5729
C05011	CHEBI:44616
C05016	CHEBI:28575
C05021	CHEBI:28497
C05026	CHEBI:7383
C05028	CHEBI:7627
C05031	CHEBI:27549
C05042	CHEBI:52136
C05052	CHEBI:17173
C05057	CHEBI:27773
C05058	CHEBI:28924
C05060	CHEBI:28301
C05067	CHEBI:27700
C05071	CHEBI:3652
C05073	CHEBI:3907
C05076	CHEBI:5869
C05079	CHEBI:100147
C05080	CHEBI:28368
C05086	CHEBI:4031
C05100	CHEBI:1670
C05102	CHEBI:10283
C05103	CHEBI:1949
C05104	CHEBI:10542
C05107	CHEBI:27910
C05108	CHEBI:18364
C05109	CHEBI:28113
C05110	CHEBI:28432
C05111	CHEBI:6836
C05113	CHEBI:8337
C05114	CHEBI:37395
C05116	CHEBI:37050
C05117	CHEBI:28317
C05118	CHEBI:28692
C05119	CHEBI:27462
C05122	CHEBI:28865
C05123	CHEBI:1157
C05125	CHEBI:978
C05126	CHEBI:4607
C05127	CHEBI:29009
C05130	CHEBI:27398
C05131	CHEBI:141
C05133	CHEBI:27850
C05135	CHEBI:28483
C05138	CHEBI:28750
C05139	CHEBI:27771
C05140	CHEBI:27582
C05141	CHEBI:27974
C05143	CHEBI:27826
C05144	CHEBI:468
C05145	CHEBI:27389
C05146	CHEBI:27612
C05147	CHEBI:16889
C05148	CHEBI:4344
C05149	CHEBI:88353
C05150	CHEBI:182948
C05151	CHEBI:37537
C05155	CHEBI:17881
C05156	CHEBI:2651
C05157	CHEBI:8014
C05158	CHEBI:17531
C05159	CHEBI:17651
C05161	CHEBI:16926
C05165	CHEBI:18206
C05167	CHEBI:33704
C05172	CHEBI:26641
C05174	CHEBI:16233
C05175	CHEBI:18285
C05176	CHEBI:17041
C05177	CHEBI:16777
C05178	CHEBI:17428
C05179	CHEBI:17225
C05183	CHEBI:15910
C05189	CHEBI:16415
C05190	CHEBI:17104
C05191	CHEBI:17209
C05193	CHEBI:15716
C05194	CHEBI:17789
C05195	CHEBI:15484
C05197	CHEBI:10174
C05198	CHEBI:17319
C05200	CHEBI:18081
C05201	CHEBI:16804
C05202	CHEBI:17079
C05203	CHEBI:15944
C05204	CHEBI:50400
C05205	CHEBI:10144
C05206	CHEBI:5735
C05207	CHEBI:10166
C05208	CHEBI:28894
C05210	CHEBI:18382
C05212	CHEBI:36702
C05220	CHEBI:18373
C05226	CHEBI:17255
C05227	CHEBI:17297
C05229	CHEBI:17465
C05230	CHEBI:17556
C05231	CHEBI:15512
C05232	CHEBI:15451
C05235	CHEBI:27957
C05239	CHEBI:16607
C05243	CHEBI:16387
C05247	CHEBI:15878
C05252	CHEBI:28155
C05253	CHEBI:28174
C05258	CHEBI:27402
C05259	CHEBI:15491
C05260	CHEBI:27466
C05261	CHEBI:28726
C05262	CHEBI:27668
C05263	CHEBI:27868
C05264	CHEBI:28325
C05265	CHEBI:28528
C05266	CHEBI:28632
C05267	CHEBI:28264
C05268	CHEBI:28276
C05269	CHEBI:27648
C05270	CHEBI:27540
C05271	CHEBI:28706
C05272	CHEBI:28935
C05273	CHEBI:27721
C05274	CHEBI:28493
C05275	CHEBI:10723
C05276	CHEBI:27537
C05278	CHEBI:28573
C05279	CHEBI:28387
C05280	CHEBI:28002
C05281	CHEBI:28492
C05282	CHEBI:28519
C05283	CHEBI:73707
C05284	CHEBI:27967
C05285	CHEBI:2495
C05290	CHEBI:27576
C05291	CHEBI:2295
C05293	CHEBI:2150
C05294	CHEBI:798
C05295	CHEBI:75308
C05296	CHEBI:27768
C05297	CHEBI:799
C05298	CHEBI:1156
C05299	CHEBI:1189
C05300	CHEBI:776
C05301	CHEBI:28744
C05302	CHEBI:28955
C05305	CHEBI:16078
C05306	CHEBI:18230
C05307	CHEBI:27888
C05308	CHEBI:6468
C05309	CHEBI:15817
C05312	CHEBI:10175
C05313	CHEBI:16835
C05314	CHEBI:15979
C05315	CHEBI:16096
C05316	CHEBI:18029
C05317	CHEBI:17048
C05318	CHEBI:50537
C05320	CHEBI:5736
C05321	CHEBI:10167
C05322	CHEBI:16184
C05324	CHEBI:17721
C05325	CHEBI:45262
C05328	CHEBI:29090
C05329	CHEBI:15450
C05330	CHEBI:17230
C05332	CHEBI:18397
C05334	CHEBI:27552
C05335	CHEBI:30021
C05336	CHEBI:9100
C05337	CHEBI:28701
C05338	CHEBI:28773
C05339	CHEBI:29031
C05340	CHEBI:28712
C05341	CHEBI:27749
C05342	CHEBI:8612
C05343	CHEBI:27996
C05344	CHEBI:27719
C05345	CHEBI:16084
C05346	CHEBI:40808
C05349	CHEBI:100241
C05350	CHEBI:27683
C05353	CHEBI:44356
C05356	CHEBI:15632
C05357	CHEBI:7833
C05358	CHEBI:8787
C05359	CHEBI:10545
C05360	CHEBI:30096
C05361	CHEBI:15571
C05364	CHEBI:1794
C05366	CHEBI:40
C05370	CHEBI:41791
C05371	CHEBI:6925
C05372	CHEBI:9414
C05375	CHEBI:62011
C05376	CHEBI:28751
C05377	CHEBI:28869
C05378	CHEBI:28013
C05379	CHEBI:7815
C05380	CHEBI:7563
C05381	CHEBI:1463
C05382	CHEBI:15721
C05383	CHEBI:28963
C05385	CHEBI:16787
C05386	CHEBI:27886
C05392	CHEBI:7765
C05394	CHEBI:27453
C05396	CHEBI:28339
C05399	CHEBI:27527
C05400	CHEBI:4808
C05401	CHEBI:15754
C05402	CHEBI:28053
C05403	CHEBI:27571
C05404	CHEBI:27387
C05405	CHEBI:6177
C05406	CHEBI:28679
C05410	CHEBI:5571
C05411	CHEBI:48092
C05412	CHEBI:6268
C05413	CHEBI:8191
C05414	CHEBI:28129
C05416	CHEBI:28810
C05417	CHEBI:28033
C05421	CHEBI:27787
C05422	CHEBI:27956
C05423	CHEBI:27634
C05424	CHEBI:27556
C05425	CHEBI:28082
C05427	CHEBI:75837
C05430	CHEBI:27362
C05431	CHEBI:16833
C05432	CHEBI:15948
C05433	CHEBI:28425
C05434	CHEBI:27533
C05435	CHEBI:27740
C05437	CHEBI:18252
C05439	CHEBI:16290
C05440	CHEBI:18249
C05441	CHEBI:28934
C05442	CHEBI:28824
C05443	CHEBI:28940
C05444	CHEBI:28540
C05445	CHEBI:27428
C05446	CHEBI:17278
C05447	CHEBI:27393
C05448	CHEBI:27403
C05449	CHEBI:28533
C05450	CHEBI:27458
C05451	CHEBI:2290
C05452	CHEBI:28047
C05453	CHEBI:2288
C05454	CHEBI:16496
C05455	CHEBI:17899
C05458	CHEBI:2287
C05460	CHEBI:27505
C05463	CHEBI:9410
C05464	CHEBI:27471
C05465	CHEBI:9407
C05466	CHEBI:36274
C05467	CHEBI:27379
C05468	CHEBI:2149
C05469	CHEBI:18093
C05470	CHEBI:9901
C05471	CHEBI:732
C05472	CHEBI:28320
C05473	CHEBI:86389
C05474	CHEBI:1684
C05475	CHEBI:86381
C05476	CHEBI:9481
