foodb_compound_id	foodb_compound_name	chebi_id	chebi_label	match_source	match_type
11089	3-(1-Hydroxymethyl-1-propenyl)pentanedioic acid	CHEBI:165379	3-(1-Hydroxymethyl-1-propenyl)pentanedioic acid	primary_name	exact_label
11093	Apional	CHEBI:174212	Apional	primary_name	exact_label
11094	7-Formyldehydrothalicsimidine	CHEBI:169526	7-Formyldehydrothalicsimidine	primary_name	exact_label
11095	5,7-Dihydroxy-6-methoxyflavone 5-rhamnoside	CHEBI:191704	5,7-Dihydroxy-6-methoxyflavone 5-rhamnoside	primary_name	exact_label
11097	Atroviridin	CHEBI:174366	Atroviridin	primary_name	exact_label
11099	Dihydro-3-(2-octenyl)-2,5-furandione	CHEBI:191876	Dihydro-3-(2-octenyl)-2,5-furandione	primary_name	exact_label
11102	Calamensesquiterpinenol	CHEBI:173706	Calamensesquiterpinenol	primary_name	exact_label
11112	Epijasminoside A	CHEBI:175224	Epijasminoside A	primary_name	exact_label
11113	(1S,2S,4R)-1,8-Epoxy-p-menthan-2-ol glucoside	CHEBI:174502	(1S,2S,4R)-1,8-Epoxy-p-menthan-2-ol glucoside	primary_name	exact_label
11114	Methylpyrazine	CHEBI:89015	methylpyrazine	primary_name	exact_label
11115	1-Methylpyrrole	CHEBI:89012	1-Methylpyrrole	primary_name	exact_label
11116	2-Methylpyrrole	CHEBI:193616	2-Methylpyrrole	primary_name	exact_label
11117	6-Methylquinoline	CHEBI:140761	6-methylquinoline	primary_name	exact_label
11118	4-Methylthiazole	CHEBI:35626	4-methylthiazole	primary_name	exact_label
11120	2-Methylthiophene	CHEBI:141567	2-methylthiophene	primary_name	exact_label
11121	3-Methylthiophene	CHEBI:89007	3-Methylthiophene	primary_name	exact_label
11123	Paraquat dichloride	CHEBI:28786	paraquat dichloride	primary_name	exact_label
11124	Glycosminine	CHEBI:5497	Glycosminine	primary_name	exact_label
11125	4-Phenylpyridine	CHEBI:173662	4-Phenylpyridine	primary_name	exact_label
11126	Pacific Ciguatoxin 4A	CHEBI:183595	Pacific Ciguatoxin 4A	primary_name	exact_label
11127	[8]-Dehydroshogaol	CHEBI:191579	[8]-Dehydroshogaol	primary_name	exact_label
11130	2-Acetylfuran	CHEBI:59983	2-acetylfuran	primary_name	exact_label
11131	4-(2-Furanyl)-3-buten-2-one	CHEBI:178011	4-(2-Furanyl)-3-buten-2-one	primary_name	exact_label
11132	Dehydroacetic acid	CHEBI:137426	dehydroacetic acid	primary_name	exact_label
11133	2-Acetyl-5-methylthiophene	CHEBI:173589	2-acetyl-5-methylthiophene	primary_name	exact_label
11134	3-Acetylpyridine	CHEBI:166501	3-Acetylpyridine	primary_name	exact_label
11135	Myricetin 7-rhamnoside	CHEBI:191556	Myricetin 7-rhamnoside	primary_name	exact_label
11136	2-Acetylthiophene	CHEBI:179841	2-Acetylthiophene	primary_name	exact_label
11137	3-Acetylthiophene	CHEBI:179840	3-Acetylthiophene	primary_name	exact_label
11138	Pyrimethanil	CHEBI:8674	pyrimethanil	primary_name	exact_label
11139	2-Amino-4-hydroxy-6-pteridinecarboxylic acid	CHEBI:88937	2-Amino-4-hydroxy-6-pteridinecarboxylic acid	primary_name	exact_label
11146	Pyrraline	CHEBI:604731	pyrraline	primary_name	exact_label
11147	D-Ribose	CHEBI:16988	D-ribose	primary_name	exact_label
11149	Azimsulfuron	CHEBI:81746	azimsulfuron	primary_name	exact_label
11155	Artocarpetin B	CHEBI:191800	Artocarpetin B	primary_name	exact_label
11160	2-(Methylthio)pyrazine	CHEBI:166588	2-(Methylthio)pyrazine	primary_name	exact_label
11162	5,6,7,8-Tetrahydroquinoxaline	CHEBI:179433	5,6,7,8-Tetrahydroquinoxaline	primary_name	exact_label
11165	Methoxypyrazine	CHEBI:180127	Methoxypyrazine	primary_name	exact_label
11168	2-Propanoylthiophene	CHEBI:173590	2-Propanoylthiophene	primary_name	exact_label
11172	Pyridoxal	CHEBI:17310	pyridoxal	primary_name	exact_label
11173	Pyrocoll	CHEBI:172429	Pyrocoll	primary_name	exact_label
11175	Acetyl-T2 Toxin	CHEBI:172720	Acetyl-T2 Toxin	primary_name	exact_label
11178	Octyl octanoate	CHEBI:174371	Octyl octanoate	primary_name	exact_label
11179	Ethyl cyclohexanecarboxylate	CHEBI:88965	ethyl cyclohexanecarboxylate	primary_name	exact_label
11180	(15a,20R)-Dihydroxypregn-4-en-3-one 20-[glucosyl-(1->4)-6-acetyl-glucoside]	CHEBI:192108	(15a,20R)-Dihydroxypregn-4-en-3-one 20-[glucosyl-(1->4)-6-acetyl-glucoside]	primary_name	exact_label
11183	1-Methylpyrrolo[1,2-a]pyrazine	CHEBI:173355	1-Methylpyrrolo[1,2-a]pyrazine	primary_name	exact_label
11184	3-Methylpyrrolo[1,2-a]pyrazine	CHEBI:172307	3-methylpyrrolo[1,2-a]pyrazine	primary_name	exact_label
11185	4-Methylpyrrolo[1,2-a]pyrazine	CHEBI:173356	4-Methylpyrrolo[1,2-a]pyrazine	primary_name	exact_label
11186	Calendulaglycoside E	CHEBI:197044	Calendulaglycoside E	primary_name	exact_label
11189	2,3-Dimethylbenzofuran	CHEBI:173615	2,3-Dimethylbenzofuran	primary_name	exact_label
11191	5-Methylquinoxaline	CHEBI:132799	5-methylquinoxaline	primary_name	exact_label
11194	15-Nonacosanol	CHEBI:184816	15-Nonacosanol	primary_name	exact_label
11196	2,5-Dimethylfuran	CHEBI:89052	2,5-dimethylfuran	primary_name	exact_label
11197	2-Benzofurancarboxaldehyde	CHEBI:193658	2-Benzofurancarboxaldehyde	primary_name	exact_label
11198	Pondaplin	CHEBI:174182	Pondaplin	primary_name	exact_label
11203	3-Amino-1-methyl-5H-pyrido[4,3-b]indole	CHEBI:34328	3-Amino-1-methyl-5H-pyrido[4,3-b]indole	primary_name	exact_label
11204	Isomucronulatol	CHEBI:169277	Isomucronulatol	primary_name	exact_label
11206	2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione	CHEBI:171929	2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione	primary_name	exact_label
11207	Neoacrimarine K	CHEBI:169203	Neoacrimarine K	primary_name	exact_label
11211	(E)-6-Methyl-6-(5-methyl-2-furanyl)-3-hepten-2-one	CHEBI:197098	(E)-6-Methyl-6-(5-methyl-2-furanyl)-3-hepten-2-one	primary_name	exact_label
11212	2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione	CHEBI:169246	2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione	primary_name	exact_label
11213	(5alpha,6beta,14alpha,20R,22R)-5,6,14,20,27-Pentahydroxy-1-oxowith-24-enolide	CHEBI:175884	(5alpha,6beta,14alpha,20R,22R)-5,6,14,20,27-Pentahydroxy-1-oxowith-24-enolide	primary_name	exact_label
11218	6-Decanolide	CHEBI:180234	6-Decanolide	primary_name	exact_label
11222	Arsenobetaine	CHEBI:82392	Arsenobetaine	primary_name	exact_label
11223	Coagulin R 3-glucoside	CHEBI:176259	Coagulin R 3-glucoside	primary_name	exact_label
11231	Schottenol	CHEBI:9049	Schottenol	primary_name	exact_label
11232	1,8-Epoxy-p-menthan-4-ol glucoside	CHEBI:174503	1,8-Epoxy-p-menthan-4-ol glucoside	primary_name	exact_label
11233	(2R,6x)-7-Methyl-3-methylene-1,2,6,7-octanetetrol 2-glucoside	CHEBI:169257	(2R,6x)-7-Methyl-3-methylene-1,2,6,7-octanetetrol 2-glucoside	primary_name	exact_label
11234	(2xi,6xi)-7-Methyl-3-methylene-1,2,6,7-octanetetrol	CHEBI:172446	(2xi,6xi)-7-Methyl-3-methylene-1,2,6,7-octanetetrol	primary_name	exact_label
11235	2,6-Dimethyl-7-octene-1,6-diol 8-O-glucoside	CHEBI:168717	2,6-Dimethyl-7-octene-1,6-diol 8-O-glucoside	primary_name	exact_label
11236	(1S,2S,4R,5S,7S)-2,5,7-Fenchanetriol 2-O-b-D-glucoside	CHEBI:175425	(1S,2S,4R,5S,7S)-2,5,7-Fenchanetriol 2-O-b-D-glucoside	primary_name	exact_label
11237	(1R,2R,4S,6R)-2,6-Fenchanediol 2-O-b-D-glucoside	CHEBI:174505	(1R,2R,4S,6R)-2,6-Fenchanediol 2-O-b-D-glucoside	primary_name	exact_label
11238	(1R,2S,4R,5S)-2,5-Fenchanediol 2-O-b-D-glucoside	CHEBI:174507	(1R,2S,4R,5S)-2,5-Fenchanediol 2-O-b-D-glucoside	primary_name	exact_label
11239	(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside	CHEBI:168601	(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside	primary_name	exact_label
11242	(1R,4R,5S)-5-Hydroxyfenchone glucoside	CHEBI:175225	(1R,4R,5S)-5-Hydroxyfenchone glucoside	primary_name	exact_label
11243	(1R,4S,6R)-6-Hydroxyfenchone glucoside	CHEBI:175226	(1R,4S,6R)-6-Hydroxyfenchone glucoside	primary_name	exact_label
11244	(1S,4R)-10-Hydroxyfenchone glucoside	CHEBI:168123	(1S,4R)-10-Hydroxyfenchone glucoside	primary_name	exact_label
11245	Curcolonol	CHEBI:174471	Curcolonol	primary_name	exact_label
11246	Guaidiol	CHEBI:176395	Guaidiol	primary_name	exact_label
11248	trans-p-Menthane-7,8-diol 7-glucoside	CHEBI:168679	trans-p-Menthane-7,8-diol 7-glucoside	primary_name	exact_label
11249	trans-p-Menthane-7,8-diol 8-glucoside	CHEBI:169059	trans-p-Menthane-7,8-diol 8-glucoside	primary_name	exact_label
11251	Lucidumol A	CHEBI:168819	Lucidumol A	primary_name	exact_label
11257	2-Isopropyl-5-methylfuran	CHEBI:195670	2-Isopropyl-5-methylfuran	primary_name	exact_label
11258	Pogostol	CHEBI:213515	Pogostol	primary_name	exact_label
11260	Glycylalanylprolylmethionylphenylalanylvalinamide	CHEBI:172775	Glycylalanylprolylmethionylphenylalanylvalinamide	primary_name	exact_label
11266	6-(Hydroxymethyl)-2,4(1H,3H)-pteridinedione	CHEBI:169125	6-(Hydroxymethyl)-2,4(1H,3H)-pteridinedione	primary_name	exact_label
11267	6-Epi-7-isocucurbic acid	CHEBI:20719	6-epi-7-isocucurbic acid	primary_name	exact_label
11269	Aristolodione	CHEBI:174938	Aristolodione	primary_name	exact_label
11278	Curcumenone	CHEBI:81130	Curcumenone	primary_name	exact_label
11279	Comosin	CHEBI:175798	Comosin	primary_name	exact_label
11280	Muscomosin	CHEBI:175015	Muscomosin	primary_name	exact_label
11282	Myricolal	CHEBI:180522	Myricolal	primary_name	exact_label
11283	Isoyatein	CHEBI:175196	Isoyatein	primary_name	exact_label
11287	Mulberrofuran M	CHEBI:192051	Mulberrofuran M	primary_name	exact_label
11290	2',4',5,7,8-Pentahydroxyisoflavone	CHEBI:174879	2',4',5,7,8-Pentahydroxyisoflavone	primary_name	exact_label
11292	Gossyrubilone	CHEBI:174631	Gossyrubilone	primary_name	exact_label
11293	Bisnorbadioquinone A	CHEBI:168261	Bisnorbadioquinone A	primary_name	exact_label
11297	Foetidin	CHEBI:184181	Foetidin	primary_name	exact_label
11298	Dihydroclusin	CHEBI:175230	Dihydroclusin	primary_name	exact_label
11299	Cubebinin	CHEBI:175589	Cubebinin	primary_name	exact_label
11300	Guavin B	CHEBI:178153	Guavin B	primary_name	exact_label
11301	5-Hydroxyauranetin	CHEBI:175931	5-Hydroxyauranetin	primary_name	exact_label
11302	4',5-Dihydroxy-3',5',7,8-tetramethoxyflavone	CHEBI:175799	4',5-Dihydroxy-3',5',7,8-tetramethoxyflavone	primary_name	exact_label
11304	8-Acetoxy-4'-methoxypinoresinol 4-glucoside	CHEBI:167988	8-Acetoxy-4'-methoxypinoresinol 4-glucoside	primary_name	exact_label
11305	8-Hydroxypinoresinol	CHEBI:175806	8-Hydroxypinoresinol	primary_name	exact_label
11306	8-Acetoxypinoresinol	CHEBI:172658	8-Acetoxypinoresinol	primary_name	exact_label
11307	8-Hydroxypinoresinol 8-glucoside	CHEBI:171720	8-Hydroxypinoresinol 8-glucoside	primary_name	exact_label
11308	8-Hydroxypinoresinol 4-glucoside	CHEBI:171722	8-Hydroxypinoresinol 4-glucoside	primary_name	exact_label
11309	8-Acetoxypinoresinol 4-glucoside	CHEBI:191799	8-Acetoxypinoresinol 4-glucoside	primary_name	exact_label
11311	L-erythro-5-(1-Hydroxyethyl)-2(5H)-furanone	CHEBI:173477	L-erythro-5-(1-Hydroxyethyl)-2(5H)-furanone	primary_name	exact_label
11312	Sherry lactone	CHEBI:173518	Sherry lactone	primary_name	exact_label
11316	Aurasperone E	CHEBI:169831	Aurasperone E	primary_name	exact_label
11317	Junosmarin	CHEBI:175388	Junosmarin	primary_name	exact_label
11318	3,8-Dihydroxy-9-methoxypterocarpan	CHEBI:174726	3,8-Dihydroxy-9-methoxypterocarpan	primary_name	exact_label
11319	8-Hydroxy-3,9-dimethoxypterocarpan	CHEBI:174863	8-Hydroxy-3,9-dimethoxypterocarpan	primary_name	exact_label
11320	5-Methoxy-1,7-diphenyl-3-heptanone	CHEBI:174142	5-Methoxy-1,7-diphenyl-3-heptanone	primary_name	exact_label
11321	5-Methoxy-7-(4-hydroxyphenyl)-1-phenyl-3-heptanone	CHEBI:175000	5-Methoxy-7-(4-hydroxyphenyl)-1-phenyl-3-heptanone	primary_name	exact_label
11322	7-(4-Hydroxyphenyl)-1-phenyl-4-hepten-3-one	CHEBI:173996	7-(4-Hydroxyphenyl)-1-phenyl-4-hepten-3-one	primary_name	exact_label
11323	Kuwanon Y	CHEBI:172757	Kuwanon Y	primary_name	exact_label
11325	3-(3,4-Dihydroxybenzyl)-7-hydroxy-5-methoxy-4-chromanone	CHEBI:175052	3-(3,4-Dihydroxybenzyl)-7-hydroxy-5-methoxy-4-chromanone	primary_name	exact_label
11326	7-Hydroxy-3-(3-hydroxy-4-methoxybenzyl)-5-methoxy-4-chromanone	CHEBI:175206	7-Hydroxy-3-(3-hydroxy-4-methoxybenzyl)-5-methoxy-4-chromanone	primary_name	exact_label
11329	(4S,6S)-3,4,5,6-Tetrahydro-4-hydroxy-6-methyl-2H-pyran-2-one	CHEBI:173519	(4S,6S)-3,4,5,6-Tetrahydro-4-hydroxy-6-methyl-2H-pyran-2-one	primary_name	exact_label
11330	Anofinic acid	CHEBI:172317	Anofinic acid	primary_name	exact_label
11331	Gerberinol	CHEBI:172592	Gerberinol	primary_name	exact_label
11332	Isomedicarpin	CHEBI:174553	Isomedicarpin	primary_name	exact_label
11333	Hymenoxin	CHEBI:175802	Hymenoxin	primary_name	exact_label
11334	Moracin M	CHEBI:174251	Moracin M	primary_name	exact_label
11335	Moracin J	CHEBI:174574	Moracin J	primary_name	exact_label
11336	Moracin F	CHEBI:174727	Moracin F	primary_name	exact_label
11337	Moracin C	CHEBI:174235	Moracin C	primary_name	exact_label
11339	Moracin D	CHEBI:174942	Moracin D	primary_name	exact_label
11340	Moracin E	CHEBI:174943	Moracin E	primary_name	exact_label
11341	Moracin G	CHEBI:174944	Moracin G	primary_name	exact_label
11342	Moracin H	CHEBI:191806	Moracin H	primary_name	exact_label
11343	Garcinone E	CHEBI:185712	Garcinone E	primary_name	exact_label
11350	Yessotoxin	CHEBI:166595	Yessotoxin	primary_name	exact_label
11351	3,5-Dihydroxy-6,7-methylenedioxyflavanone	CHEBI:174858	3,5-Dihydroxy-6,7-methylenedioxyflavanone	primary_name	exact_label
11352	Isosilybin	CHEBI:80744	isosilybin	primary_name	exact_label
11353	Isosilychristin	CHEBI:176166	Isosilychristin	primary_name	exact_label
11354	Silyhermin	CHEBI:169173	Silyhermin	primary_name	exact_label
11355	Silandrin	CHEBI:9138	silandrin	primary_name	exact_label
11356	BR-Xanthone B	CHEBI:138777	BR-Xanthone B	primary_name	exact_label
11359	Coriandrin	CHEBI:174178	Coriandrin	primary_name	exact_label
11360	Dihydrocoriandrin	CHEBI:174188	Dihydrocoriandrin	primary_name	exact_label
11361	(E)-1-[4-Hydroxy-3-(3-methyl-1,3-butadienyl)phenyl]-2-(3,5-dihydroxyphenyl)ethylene	CHEBI:174793	(E)-1-[4-Hydroxy-3-(3-methyl-1,3-butadienyl)phenyl]-2-(3,5-dihydroxyphenyl)ethylene	primary_name	exact_label
11362	Garcinone D	CHEBI:230009	Garcinone D	primary_name	exact_label
11363	2,3-Epoxysesamone	CHEBI:174606	2,3-Epoxysesamone	primary_name	exact_label
11364	Antibiotic X 14889D	CHEBI:169761	Antibiotic X 14889D	primary_name	exact_label
11365	Antibiotic X 14889C	CHEBI:172104	Antibiotic X 14889C	primary_name	exact_label
11366	Antibiotic X 14889A	CHEBI:172759	Antibiotic X 14889A	primary_name	exact_label
11367	Fusarin C	CHEBI:82329	Fusarin C	primary_name	exact_label
11369	Mollicellin F	CHEBI:68721	mollicellin F	primary_name	exact_label
11370	Mollicellin A	CHEBI:172613	Mollicellin A	primary_name	exact_label
11371	Mollicellin B	CHEBI:68801	mollicellin B	primary_name	exact_label
11372	Mollicellin C	CHEBI:68802	mollicellin C	primary_name	exact_label
11373	Mollicellin E	CHEBI:68803	mollicellin E	primary_name	exact_label
11375	Mollicellin H	CHEBI:68722	mollicellin H	primary_name	exact_label
11378	Lotusine	CHEBI:81190	Lotusine	primary_name	exact_label
11380	Casimiroin	CHEBI:3452	Casimiroin	primary_name	exact_label
11381	Brassinin	CHEBI:38119	brassinin	primary_name	exact_label
11382	Methoxybrassinin	CHEBI:6841	Methoxybrassinin	primary_name	exact_label
11383	Cyclobrassinin	CHEBI:174193	Cyclobrassinin	primary_name	exact_label
11384	Agavasaponin C	CHEBI:180885	Agavasaponin C	primary_name	exact_label
11386	Dehydroaporheine	CHEBI:185629	Dehydroaporheine	primary_name	exact_label
11387	Xanthoplanine	CHEBI:175585	Xanthoplanine	primary_name	exact_label
11389	(S)-Neolitsine	CHEBI:174350	(S)-Neolitsine	primary_name	exact_label
11390	Cryptodorine	CHEBI:174959	Cryptodorine	primary_name	exact_label
11391	Isodomesticine	CHEBI:175149	Isodomesticine	primary_name	exact_label
11392	Norisodomesticine	CHEBI:169221	Norisodomesticine	primary_name	exact_label
11393	(S)-Nandigerine	CHEBI:174972	(S)-Nandigerine	primary_name	exact_label
11394	Norcorydine	CHEBI:175183	Norcorydine	primary_name	exact_label
11395	Conhydrinone	CHEBI:139381	conhydrinone	primary_name	exact_label
11396	2-(1-Propenyl)-delta1-piperideine	CHEBI:192718	2-(1-Propenyl)-delta1-piperideine	primary_name	exact_label
11397	4-Hydroxynornantenine	CHEBI:188961	4-Hydroxynornantenine	primary_name	exact_label
11398	Oxonantenine	CHEBI:70651	oxonantenine	primary_name	exact_label
11402	Ethyl cellulose	CHEBI:168398	Ethyl cellulose	primary_name	exact_label
11404	Citronellyl formate	CHEBI:31406	Citronellyl formate	primary_name	exact_label
11405	Stearoyllactic acid	CHEBI:169845	Stearoyllactic acid	primary_name	exact_label
11407	Benzyl glycinate 4-methylbenzenesulfonate salt	CHEBI:196620	Benzyl glycinate 4-methylbenzenesulfonate salt	primary_name	exact_label
11410	cis-3-Hexenyl butyrate	CHEBI:176779	cis-3-hexenyl butyrate	primary_name	exact_label
11411	cis-3-Hexenyl hexanoate	CHEBI:171813	cis-3-Hexenyl hexanoate	primary_name	exact_label
11431	3,5,7-Trihydroxy-4'-methoxy-8-prenylflavone 3-[rhamnosyl-(1->6)-galactoside] 7-galactoside	CHEBI:192065	3,5,7-Trihydroxy-4'-methoxy-8-prenylflavone 3-[rhamnosyl-(1->6)-galactoside] 7-galactoside	primary_name	exact_label
11434	Fumonisin AK1	CHEBI:219647	Fumonisin AK1	primary_name	exact_label
11435	Annoglabasin B	CHEBI:174849	Annoglabasin B	primary_name	exact_label
11442	Quillaic acid 3-[rhamnosyl-(1->3)-[galactosyl-(1->2)]-glucuronide]	CHEBI:188334	Quillaic acid 3-[rhamnosyl-(1->3)-[galactosyl-(1->2)]-glucuronide]	primary_name	exact_label
11443	Quillaic acid 3-[xylosyl-(1->3)-[galactosyl-(1->2)]-glucuronide]	CHEBI:197003	Quillaic acid 3-[xylosyl-(1->3)-[galactosyl-(1->2)]-glucuronide]	primary_name	exact_label
11446	26-Methyl nigranoate	CHEBI:175774	26-Methyl nigranoate	primary_name	exact_label
11451	Gibberellin A20 13-glucoside	CHEBI:172715	Gibberellin A20 13-glucoside	primary_name	exact_label
11459	Gibberellin A55	CHEBI:172593	Gibberellin A55	primary_name	exact_label
11466	Tsugaric acid A 21-glucosyl ester	CHEBI:186948	Tsugaric acid A 21-glucosyl ester	primary_name	exact_label
11468	Betavulgaroside VII	CHEBI:185176	Betavulgaroside VII	primary_name	exact_label
11469	(+)-Setoclavine	CHEBI:172496	(+)-Setoclavine	primary_name	exact_label
11471	Tanakine	CHEBI:179206	Tanakine	primary_name	exact_label
11485	15-Acetyl-4-deoxynivalenol	CHEBI:169241	15-Acetyl-4-deoxynivalenol	primary_name	exact_label
11502	N-Carbamoylputrescine	CHEBI:17902	N-carbamoylputrescine	primary_name	exact_label
11542	Pectenotoxin 2	CHEBI:189874	Pectenotoxin 2	primary_name	exact_label
11547	Testosterone	CHEBI:17347	testosterone	primary_name	exact_label
11625	2,5-Dimethyl-1,4-dithiane-2,5-diol	CHEBI:178973	2,5-Dimethyl-1,4-dithiane-2,5-diol	primary_name	exact_label
11641	5-Oxohexanal	CHEBI:173392	5-Oxohexanal	primary_name	exact_label
11666	Coumestrol	CHEBI:3908	coumestrol	primary_name	exact_label
11674	Hexadecanamide	CHEBI:74475	hexadecanamide	primary_name	exact_label
11675	Safrole	CHEBI:8994	safrole	primary_name	exact_label
11679	D-Glucitol	CHEBI:17924	D-glucitol	primary_name	exact_label
11741	3',4',5'-Trimethoxyflavone	CHEBI:174984	3',4',5'-Trimethoxyflavone	primary_name	exact_label
11802	Acetoin	CHEBI:15688	acetoin	primary_name	exact_label
11805	Inosine	CHEBI:17596	inosine	primary_name	exact_label
11812	Linamarin	CHEBI:16441	linamarin	primary_name	exact_label
11819	Pinostrobin chalcone	CHEBI:174555	Pinostrobin chalcone	primary_name	exact_label
11827	beta-D-Glucopyranose	CHEBI:15903	beta-D-glucose	primary_name	exact_synonym
11831	Genistein	CHEBI:28088	genistein	primary_name	exact_label
11832	alpha-D-Glucopyranose	CHEBI:17925	alpha-D-glucose	primary_name	exact_synonym
11844	L-Citrulline	CHEBI:16349	L-citrulline	primary_name	exact_label
11847	Undecylenic acid	CHEBI:35045	10-undecenoic acid	chebi_synonym	exact_label
11857	Quinoline	CHEBI:17362	quinoline	primary_name	exact_label
11859	L-Histidine	CHEBI:15971	L-histidine	primary_name	exact_label
11860	2,4-Dihydroxy-2H-1,4-benzoxazin-3(4H)-one	CHEBI:63558	DIBOA	primary_name	exact_synonym
11869	Naringin	CHEBI:28819	naringin	primary_name	exact_label
11875	Arachidonic acid	CHEBI:15843	arachidonic acid	primary_name	exact_label
11885	Cytidine 5'-(dihydrogen phosphate)	CHEBI:181630	Cytidine 5'-(dihydrogen phosphate)	primary_name	exact_label
11887	Quercitrin	CHEBI:17558	quercitrin	primary_name	exact_label
11889	Methanethiol	CHEBI:16007	methanethiol	primary_name	exact_label
11890	3-(2-Hydroxyphenyl)propanoic acid	CHEBI:16104	3-(2-hydroxyphenyl)propanoic acid	primary_name	exact_label
11905	Ginkgetin	CHEBI:5353	ginkgetin	primary_name	exact_label
11907	Quercetin	CHEBI:16243	quercetin	primary_name	exact_label
11932	Apiole	CHEBI:70353	Apiole	primary_name	exact_label
11947	Trimethylamine	CHEBI:18139	trimethylamine	primary_name	exact_label
11950	Ethyl dodecanoate	CHEBI:87427	ethyl laurate	primary_name	exact_synonym
11967	Demethoxycurcumin	CHEBI:65737	demethoxycurcumin	primary_name	exact_label
11970	Cajanone	CHEBI:175382	Cajanone	primary_name	exact_label
11972	2'-O-Methylcajanone	CHEBI:175518	2'-O-Methylcajanone	primary_name	exact_label
11987	Jaceidin	CHEBI:175610	Jaceidin	primary_name	exact_label
11988	Irilone	CHEBI:5970	irilone	primary_name	exact_label
12002	L-Threonine	CHEBI:16857	L-threonine	primary_name	exact_label
12011	Indole	CHEBI:35581	indole	primary_name	exact_label
12030	Decanoic acid	CHEBI:30813	decanoic acid	primary_name	exact_label
12047	8-Hydroxydaidzein	CHEBI:174540	8-Hydroxydaidzein	primary_name	exact_label
12067	2'-Deoxyguanosine	CHEBI:17172	2'-deoxyguanosine	primary_name	exact_label
12086	Propanal	CHEBI:17153	propanal	primary_name	exact_label
12087	Methyl butyrate	CHEBI:88806	Methyl butyrate	primary_name	exact_label
12088	Orotidine	CHEBI:25722	orotidine	primary_name	exact_label
12100	Isopentyl mercaptan	CHEBI:173324	Isopentyl mercaptan	primary_name	exact_label
12101	Solanidine	CHEBI:28374	solanidine	primary_name	exact_label
12113	2-Propenyl propyl disulfide	CHEBI:173628	2-Propenyl propyl disulfide	primary_name	exact_label
12127	Cajanol	CHEBI:70034	cajanol	primary_name	exact_label
12135	Angelicin	CHEBI:28928	angelicin	primary_name	exact_label
12136	Xanthoxyletin	CHEBI:69929	Xanthoxyletin	primary_name	exact_label
12140	Lauric aldehyde	CHEBI:27836	dodecanal	chebi_synonym	exact_label
12159	L-Selenomethionine	CHEBI:30021	L-selenomethionine	primary_name	exact_label
12161	Serotonin	CHEBI:28790	serotonin	primary_name	exact_label
12167	Levoglutamide	CHEBI:28300	glutamine	chebi_synonym	exact_label
12177	Urea	CHEBI:16199	urea	primary_name	exact_label
12192	Piperazine	CHEBI:28568	piperazine	primary_name	exact_label
12193	Allicin	CHEBI:28411	allicin	primary_name	exact_label
12195	Azelaic acid	CHEBI:48131	nonanedioic acid	chebi_synonym	exact_label
12207	Procyanidin B2	CHEBI:75632	procyanidin B2	primary_name	exact_label
12208	Procyanidin B3	CHEBI:75630	procyanidin B3	primary_name	exact_label
12213	Ethyl acrylate	CHEBI:82327	Ethyl acrylate	primary_name	exact_label
12218	Cyclokievitone	CHEBI:4019	Cyclokievitone	primary_name	exact_label
12219	6-Deoxocastasterone	CHEBI:20712	6-deoxocastasterone	primary_name	exact_label
12222	Formononetin	CHEBI:18088	formononetin	primary_name	exact_label
12226	Biochanin A	CHEBI:17574	biochanin A	primary_name	exact_label
12231	Isoformononetin	CHEBI:29608	isoformononetin	primary_name	exact_label
12237	Panaxydol	CHEBI:66723	panaxydol	primary_name	exact_label
12242	3,4',7-Trihydroxyflavone	CHEBI:196244	3,4',7-Trihydroxyflavone	primary_name	exact_label
12245	Glyceric acid	CHEBI:33508	glyceric acid	primary_name	exact_label
12253	3-Methyl-2-oxobutanoic acid	CHEBI:16530	3-methyl-2-oxobutanoic acid	primary_name	exact_label
12269	Adenine	CHEBI:16708	adenine	primary_name	exact_label
12284	Dolineone	CHEBI:174526	Dolineone	primary_name	exact_label
12293	Isoxanthohumol	CHEBI:171798	Isoxanthohumol	primary_name	exact_label
12295	Curcumin	CHEBI:3962	curcumin	primary_name	exact_label
12297	Psoralidin	CHEBI:8616	psoralidin	primary_name	exact_label
12299	Isosafrole	CHEBI:6054	Isosafrole	primary_name	exact_label
12310	Imidazole	CHEBI:14434	imidazole	primary_name	exact_label
12323	Stachyose	CHEBI:17164	stachyose	primary_name	exact_label
12326	2'-Deoxyinosine	CHEBI:28997	2'-deoxyinosine	primary_name	exact_label
12328	Gentianose	CHEBI:28782	gentianose	primary_name	exact_label
12329	Guanosine diphosphate mannose	CHEBI:84880	GDP-D-mannose	chebi_synonym	exact_label
12330	Orotic acid	CHEBI:16742	orotic acid	primary_name	exact_label
12335	5-Oxooctadecanoic acid	CHEBI:172110	5-Oxooctadecanoic acid	primary_name	exact_label
12343	Brassinolide	CHEBI:28277	brassinolide	primary_name	exact_label
