foodb_compound_id	foodb_compound_name	chebi_id	chebi_label	match_source	match_type
16569	Neoliquiritin	CHEBI:191812	Neoliquiritin	primary_name	exact_label
16577	3-Methylbutyl nonanoate	CHEBI:179780	3-Methylbutyl nonanoate	primary_name	exact_label
16578	Methyl (E)-2-octenoate	CHEBI:169330	Methyl (E)-2-octenoate	primary_name	exact_label
16579	Ethyl (E)-2-octenoate	CHEBI:195848	Ethyl (E)-2-octenoate	primary_name	exact_label
16580	1-Ethenylhexyl butanoate	CHEBI:169568	1-Ethenylhexyl butanoate	primary_name	exact_label
16581	3'-N'-Acetylfusarochromanone	CHEBI:175263	3'-N'-Acetylfusarochromanone	primary_name	exact_label
16583	Dihydroisorhamnetin	CHEBI:175075	dihydroisorhamnetin	primary_name	exact_label
16585	3,4',5-Trihydroxy-3',7-dimethoxyflavanone	CHEBI:175236	3,4',5-Trihydroxy-3',7-dimethoxyflavanone	primary_name	exact_label
16586	3,3',5-Trihydroxy-4',7-dimethoxyflavanone	CHEBI:175238	3,3',5-Trihydroxy-4',7-dimethoxyflavanone	primary_name	exact_label
16587	Trilobatin	CHEBI:145829	trilobatin	primary_name	exact_label
16589	Pinobanksin 5-[galactosyl-(1->4)-glucoside]	CHEBI:191455	Pinobanksin 5-[galactosyl-(1->4)-glucoside]	primary_name	exact_label
16590	Folerogenin	CHEBI:174885	Folerogenin	primary_name	exact_label
16593	Oxidihydroartocarpesin	CHEBI:175778	Oxidihydroartocarpesin	primary_name	exact_label
16609	C.I. Solvent Red 80	CHEBI:229850	c.i. solvent red 80	primary_name	exact_label
16666	Demethylnobiletin	CHEBI:175933	Demethylnobiletin	primary_name	exact_label
16719	Xanthomicrol	CHEBI:35047	xanthomicrol	primary_name	exact_label
16824	3-Methoxynobiletin	CHEBI:176100	3-Methoxynobiletin	primary_name	exact_label
16895	4',7-Dihydroxy-2',5-dimethoxyisoflavanone	CHEBI:175061	4',7-Dihydroxy-2',5-dimethoxyisoflavanone	primary_name	exact_label
16941	Polyethylene glycol	CHEBI:46793	poly(ethylene glycol)	primary_name	exact_label
16986	xi-7-Hydroxyhexadecanedioic acid	CHEBI:169754	xi-7-Hydroxyhexadecanedioic acid	primary_name	exact_label
16987	xi-8-Hydroxyhexadecanedioic acid	CHEBI:165390	xi-8-Hydroxyhexadecanedioic acid	primary_name	exact_label
17058	2-Hexyl-4,5-dimethyloxazole	CHEBI:195872	2-Hexyl-4,5-dimethyloxazole	primary_name	exact_label
17166	Cyanidin 3-galactoside	CHEBI:175592	Cyanidin 3-galactoside	primary_name	exact_label
17315	Peonidin 3-glucoside	CHEBI:74793	peonidin 3-O-beta-D-glucoside	chebi_synonym	exact_label
17342	Sativanone	CHEBI:174867	Sativanone	primary_name	exact_label
17346	4'-O-Methylkievitone	CHEBI:175762	4'-O-Methylkievitone	primary_name	exact_label
17475	Glycycoumarin	CHEBI:69087	glycycoumarin	primary_name	exact_label
17549	Isobornyl propionate	CHEBI:174071	Isobornyl propionate	primary_name	exact_label
17659	Decarbamoylsaxitoxin	CHEBI:133919	decarbamoylsaxitoxin	primary_name	exact_label
17707	Epigallocatechin	CHEBI:42255	(-)-epigallocatechin	chebi_synonym	exact_synonym
17712	Gallocatechin	CHEBI:68330	gallocatechin	primary_name	exact_label
17852	Gancaonin A	CHEBI:175515	Gancaonin A	primary_name	exact_label
18000	Octyl acetate	CHEBI:87495	octyl acetate	primary_name	exact_label
18033	Camalexin	CHEBI:22990	camalexin	primary_name	exact_label
18044	Fumitremorgin C	CHEBI:72763	fumitremorgin C	primary_name	exact_label
18207	1,8-Heptadecadiene-4,6-diyne-3,10-diol	CHEBI:197251	1,8-Heptadecadiene-4,6-diyne-3,10-diol	primary_name	exact_label
18293	Murrayanine	CHEBI:69934	Murrayanine	primary_name	exact_label
18294	Cycasin	CHEBI:17074	cycasin	primary_name	exact_label
18327	Licopyranocoumarin	CHEBI:175896	Licopyranocoumarin	primary_name	exact_label
18328	Gancaonin Q	CHEBI:175260	Gancaonin Q	primary_name	exact_label
18333	5-O-a-L-Arabinofuranosyl-L-arabinose	CHEBI:174692	5-O-a-L-Arabinofuranosyl-L-arabinose	primary_name	exact_label
18370	2',4',5,7-Tetrahydroxy-8-prenylisoflavone	CHEBI:175549	2',4',5,7-Tetrahydroxy-8-prenylisoflavone	primary_name	exact_label
18373	Lupiwighteone	CHEBI:185842	Lupiwighteone	primary_name	exact_label
18376	Isoangustone A	CHEBI:175387	Isoangustone A	primary_name	exact_label
18449	2-Methyl-6-phytylhydroquinone	CHEBI:75406	2-methyl-6-phytylhydroquinone	primary_name	exact_label
18462	Dodecyl acetate	CHEBI:165649	Dodecyl acetate	primary_name	exact_label
18499	Purothionin AII	CHEBI:175924	Purothionin AII	primary_name	exact_label
18585	trans-Methylbixin	CHEBI:176013	trans-Methylbixin	primary_name	exact_label
18606	Pentyl acetate	CHEBI:87362	pentyl acetate	primary_name	exact_label
18636	L-Dopaquinone	CHEBI:16852	L-dopaquinone	primary_name	exact_label
18647	(3S,3'S)-Astaxanthin	CHEBI:40968	astaxanthin	chebi_synonym	exact_label
18710	Nystose	CHEBI:193929	Nystose	primary_name	exact_label
18773	Verbasoside	CHEBI:165238	Verbasoside	primary_name	exact_label
18782	Cytokinin B	CHEBI:29022	N-benzyladenine	chebi_synonym	exact_label
18916	alpha-Chaconine	CHEBI:10219	alpha-Chaconine	primary_name	exact_label
19096	9'-cis-Neoxanthin	CHEBI:35306	9'-cis-neoxanthin	primary_name	exact_label
19140	Linalyl acetate	CHEBI:6469	linalyl acetate	primary_name	exact_label
19154	Ethoxyquin	CHEBI:77323	ethoxyquin	primary_name	exact_label
19315	5-Methyl-2-(1-pyrrolidinyl)-2-cyclopenten-1-one	CHEBI:173452	5-Methyl-2-(1-pyrrolidinyl)-2-cyclopenten-1-one	primary_name	exact_label
19342	4-beta-Laminaribiosylglucose	CHEBI:175860	4-beta-Laminaribiosylglucose	primary_name	exact_label
19378	Uralenol	CHEBI:175758	Uralenol	primary_name	exact_label
19867	N-Acetyllactosamine	CHEBI:16153	N-acetyllactosamine	primary_name	exact_label
19872	(3R,3'R, all-E)-Zeaxanthin	CHEBI:27547	zeaxanthin	chebi_synonym	exact_label
19914	Ethyl octanoate	CHEBI:87426	ethyl octanoate	primary_name	exact_label
19928	Ethyl hexanoate	CHEBI:86055	ethyl hexanoate	primary_name	exact_label
19930	Butyl hexanoate	CHEBI:89561	butyl hexanoate	primary_name	exact_label
19942	Isoamyl butyrate	CHEBI:87422	isoamyl butyrate	primary_name	exact_label
19971	(Z)-2-Undecenal	CHEBI:133175	(Z)-2-undecenal	primary_name	exact_label
19978	Butyl lactate	CHEBI:169137	Butyl lactate	primary_name	exact_label
20014	Benzyl cinnamate	CHEBI:146174	benzyl cinnamate	primary_name	exact_label
20076	3,5,6-Trihydroxy-3',4',7-trimethoxyflavone	CHEBI:175613	3,5,6-Trihydroxy-3',4',7-trimethoxyflavone	primary_name	exact_label
20131	Isopropyl tetradecanoate	CHEBI:90027	Isopropyl tetradecanoate	primary_name	exact_label
20491	Janthitrem C	CHEBI:169891	Janthitrem C	primary_name	exact_label
20540	4'-Hydroxy-5,6,7,8-tetramethoxyflavone	CHEBI:175602	4'-Hydroxy-5,6,7,8-tetramethoxyflavone	primary_name	exact_label
20551	L-Fucose	CHEBI:18287	L-fucose	primary_name	exact_label
20667	3-O-Methyluralenol	CHEBI:175906	3-O-Methyluralenol	primary_name	exact_label
20731	20-Tetracosene-1,18-diol	CHEBI:180070	20-Tetracosene-1,18-diol	primary_name	exact_label
20732	2,4-Heptadecanedione	CHEBI:171737	2,4-Heptadecanedione	primary_name	exact_label
20733	(all-E)-1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one	CHEBI:172523	(all-E)-1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one	primary_name	exact_label
20736	3-(3-Methoxy-4,5-methylenedioxyphenyl)-2-propen-1-ol	CHEBI:174038	3-(3-Methoxy-4,5-methylenedioxyphenyl)-2-propen-1-ol	primary_name	exact_label
20737	(E,E)-1,7-Diphenyl-4,6-heptadien-3-ol	CHEBI:173879	(E,E)-1,7-Diphenyl-4,6-heptadien-3-ol	primary_name	exact_label
20739	Methyl (R)-9-hydroxy-10-undecene-5,7-diynoate glucoside	CHEBI:175740	Methyl (R)-9-hydroxy-10-undecene-5,7-diynoate glucoside	primary_name	exact_label
20740	Methyl (3x,10R)-dihydroxy-11-dodecene-6,8-diynoate 10-glucoside	CHEBI:175975	Methyl (3x,10R)-dihydroxy-11-dodecene-6,8-diynoate 10-glucoside	primary_name	exact_label
20741	Methyl (3x,4E,10R)-3,10-dihydroxy-4,11-dodecadiene-6,8-diynoate 10-glucoside	CHEBI:168239	Methyl (3x,4E,10R)-3,10-dihydroxy-4,11-dodecadiene-6,8-diynoate 10-glucoside	primary_name	exact_label
20742	Methyl (R)-8-Hydroxy-9-decene-4,6-diynoate glucoside	CHEBI:175553	Methyl (R)-8-Hydroxy-9-decene-4,6-diynoate glucoside	primary_name	exact_label
20743	Methyl helianthenoate A glucoside	CHEBI:175878	Methyl helianthenoate A glucoside	primary_name	exact_label
20745	13-Hydroxy-9-methoxy-10-oxo-11-octadecenoic acid	CHEBI:171679	13-Hydroxy-9-methoxy-10-oxo-11-octadecenoic acid	primary_name	exact_label
20748	Ipomeatetrahydrofuran	CHEBI:172500	Ipomeatetrahydrofuran	primary_name	exact_label
20749	Ipomeamaronolide	CHEBI:174519	Ipomeamaronolide	primary_name	exact_label
20752	7-Pentacosanone	CHEBI:172598	7-Pentacosanone	primary_name	exact_label
20754	2-Hydroxy-22-methyltetracosanoic acid	CHEBI:172636	2-Hydroxy-22-methyltetracosanoic acid	primary_name	exact_label
20757	Heteroflavanone A	CHEBI:175619	Heteroflavanone A	primary_name	exact_label
20758	2-Methoxy-3,5-dimethylpyrimidine	CHEBI:193651	2-Methoxy-3,5-dimethylpyrimidine	primary_name	exact_label
20759	N-[(5-Hydroxy-2-pyridinyl)methyl]adenosine	CHEBI:175808	N-[(5-Hydroxy-2-pyridinyl)methyl]adenosine	primary_name	exact_label
20760	Gossypurpurin	CHEBI:190056	Gossypurpurin	primary_name	exact_label
20764	Brassica napus non-fluorescent chlorophyll catabolite 3	CHEBI:168121	Brassica napus non-fluorescent chlorophyll catabolite 3	primary_name	exact_label
20769	Epoxymurin B	CHEBI:196406	Epoxymurin B	primary_name	exact_label
20770	Epomuricenin B	CHEBI:196407	Epomuricenin B	primary_name	exact_label
20773	2-Carboxyarabinitol 5-phosphate	CHEBI:174633	2-Carboxyarabinitol 5-phosphate	primary_name	exact_label
20774	2-(2-Furanyl)-3-methyl-2-butenal	CHEBI:179655	2-(2-Furanyl)-3-methyl-2-butenal	primary_name	exact_label
20775	2-Butyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan	CHEBI:174626	2-Butyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan	primary_name	exact_label
20776	2-Hexyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan	CHEBI:196276	2-Hexyl-5-[2-(4-hydroxy-3-methoxyphenyl)ethyl]furan	primary_name	exact_label
20778	Batatasin II	CHEBI:174619	Batatasin II	primary_name	exact_label
20779	1,5-bis(4-hydroxy-3-methoxyphenyl)-1,4-pentadien-3-one	CHEBI:175163	1,5-Bis(4-hydroxy-3-methoxyphenyl)-1,4-pentadien-3-one	primary_name	exact_label
20780	1-(4-Hydroxy-3-methoxyphenyl)-5-(4-hydroxyphenyl)-1,4-pentadien-3-one	CHEBI:174813	1-(4-Hydroxy-3-methoxyphenyl)-5-(4-hydroxyphenyl)-1,4-pentadien-3-one	primary_name	exact_label
20783	Uralene	CHEBI:175907	Uralene	primary_name	exact_label
20784	Methyl 2-(2-methoxy-4-hydroxyphenyl)-6-methoxy-3-benzofurancarboxylate	CHEBI:174407	Methyl 2-(2-methoxy-4-hydroxyphenyl)-6-methoxy-3-benzofurancarboxylate	primary_name	exact_label
20785	beta,2-Dihydroxy-4,6-dimethoxy-3-methylchalcone	CHEBI:175032	beta,2-Dihydroxy-4,6-dimethoxy-3-methylchalcone	primary_name	exact_label
20787	Lactitol	CHEBI:75323	lactitol	primary_name	exact_label
20793	Arjunolic acid 3-glucoside	CHEBI:176278	Arjunolic acid 3-glucoside	primary_name	exact_label
20794	Mabiogenin 3-[rhamnosyl-(1->6)-[glucosyl-(1->2)]-glucoside]	CHEBI:185886	Mabiogenin 3-[rhamnosyl-(1->6)-[glucosyl-(1->2)]-glucoside]	primary_name	exact_label
20797	Helianthoside A	CHEBI:5639	Helianthoside A	primary_name	exact_label
20798	Jujubasaponin VI	CHEBI:192901	Jujubasaponin VI	primary_name	exact_label
20802	Melongoside K	CHEBI:191453	Melongoside K	primary_name	exact_label
20803	Melongoside F	CHEBI:190841	Melongoside F	primary_name	exact_label
20806	Medicoside F	CHEBI:185403	Medicoside F	primary_name	exact_label
20807	Medicoside E	CHEBI:186216	Medicoside E	primary_name	exact_label
20808	5a,6a-Epoxy-7E-megastigmene-3b,9e-diol 9-glucoside	CHEBI:175108	5a,6a-Epoxy-7E-megastigmene-3b,9e-diol 9-glucoside	primary_name	exact_label
20810	9alpha-(3-Methyl-2E-pentenoyloxy)-4S-hydroxy-10(14)-oplopen-3-one	CHEBI:175460	9alpha-(3-Methyl-2E-pentenoyloxy)-4S-hydroxy-10(14)-oplopen-3-one	primary_name	exact_label
20811	9alpha-(Angeloyloxy)-4S-hydroxy-10(14)-oplopen-3-one 4-acetate	CHEBI:174990	9alpha-(Angeloyloxy)-4S-hydroxy-10(14)-oplopen-3-one 4-acetate	primary_name	exact_label
20812	9alpha-(3-Methyl-2E-butenoyloxy)-4S-hydroxy-10(14)-oplopen-3-one 4-acetate	CHEBI:174992	9alpha-(3-Methyl-2E-butenoyloxy)-4S-hydroxy-10(14)-oplopen-3-one 4-acetate	primary_name	exact_label
20813	Talinumoside I	CHEBI:172839	Talinumoside I	primary_name	exact_label
20819	Capsicoside B2	CHEBI:192858	Capsicoside B2	primary_name	exact_label
20822	Melongoside G	CHEBI:192877	Melongoside G	primary_name	exact_label
20826	Matesaponin 3	CHEBI:230948	Matesaponin 3	primary_name	exact_label
20827	Matesaponin 4	CHEBI:230236	Matesaponin 4	primary_name	exact_label
20830	Fumonisin B3	CHEBI:169172	Fumonisin B3	primary_name	exact_label
20831	Fumonisin B4	CHEBI:133832	fumonisin B4	primary_name	exact_label
20836	1-Methoxy-1H-indole-3-acetonitrile	CHEBI:172430	1-Methoxy-1H-indole-3-acetonitrile	primary_name	exact_label
20841	Brassitin	CHEBI:173633	Brassitin	primary_name	exact_label
20843	14alpha-Hydroxy-4beta-deoxypaxilline	CHEBI:190062	14alpha-Hydroxy-4beta-deoxypaxilline	primary_name	exact_label
20844	Valdiate	CHEBI:174969	Valdiate	primary_name	exact_label
20848	1,20-Eicosanediol	CHEBI:184409	1,20-Eicosanediol	primary_name	exact_label
20849	1,17-Heptadecanediol	CHEBI:186629	1,17-Heptadecanediol	primary_name	exact_label
20851	Sophorotriose	CHEBI:175876	Sophorotriose	primary_name	exact_label
20856	3b-Hydroxy-6b-angeloyloxy-7(11)-eremophilen-12,8b-olide	CHEBI:175442	3b-Hydroxy-6b-angeloyloxy-7(11)-eremophilen-12,8b-olide	primary_name	exact_label
20857	3b-Hydroxy-6b-tigloyloxy-7(11)-eremophilen-12,8b-olide	CHEBI:175448	3b-Hydroxy-6b-tigloyloxy-7(11)-eremophilen-12,8b-olide	primary_name	exact_label
20860	Mahanimbinol	CHEBI:174523	Mahanimbinol	primary_name	exact_label
20861	(ent-2b,4S,9a)-2,4,9-Trihydroxy-10(14)-oplopen-3-one 2-(2-methylbutanoate) 9-(3-methyl-2E-pentenoate)	CHEBI:172320	(ent-2b,4S,9a)-2,4,9-Trihydroxy-10(14)-oplopen-3-one 2-(2-methylbutanoate) 9-(3-methyl-2E-pentenoate)	primary_name	exact_label
20862	2-(2-Methylbutanoyl)-9-(3-methyl-2E-pentenoyl)-2b,9a-dihydroxy-4Z,10(14)-oplopadien-3-one	CHEBI:175489	2-(2-Methylbutanoyl)-9-(3-methyl-2E-pentenoyl)-2b,9a-dihydroxy-4Z,10(14)-oplopadien-3-one	primary_name	exact_label
20866	7(14)-Farnesene-9,12-diol	CHEBI:172096	7(14)-Farnesene-9,12-diol	primary_name	exact_label
20867	Secasterone	CHEBI:178534	Secasterone	primary_name	exact_label
20868	Karahana lactone	CHEBI:195779	Karahana lactone	primary_name	exact_label
20870	(1E,4Z,6a,8b,10a)-8-(2-Methylbutanoyloxy)-10,15-dihydroxy-3-oxo-1,4,11(13)-germacratrien-12,6-olide	CHEBI:175855	(1E,4Z,6a,8b,10a)-8-(2-Methylbutanoyloxy)-10,15-dihydroxy-3-oxo-1,4,11(13)-germacratrien-12,6-olide	primary_name	exact_label
20871	Vulgarolide	CHEBI:174672	Vulgarolide	primary_name	exact_label
20878	1-Methyl-6-phenyl-1H-imidazo[4,5-b]pyridin-2-amine	CHEBI:76290	PhIP	primary_name	exact_synonym
20883	6-Decenoic acid	CHEBI:180230	6-Decenoic acid	primary_name	exact_label
20887	4-Mercapto-2-butanone	CHEBI:179439	4-Mercapto-2-butanone	primary_name	exact_label
20888	Eriobofuran	CHEBI:4829	eriobofuran	primary_name	exact_label
20889	Momordin Ia	CHEBI:185848	Momordin Ia	primary_name	exact_label
20891	Calenduloside G methyl ester	CHEBI:171734	Calenduloside G methyl ester	primary_name	exact_label
20894	Momordin IIa	CHEBI:176331	Momordin IIa	primary_name	exact_label
20900	Reticulatamol	CHEBI:196643	Reticulatamol	primary_name	exact_label
20901	Hydroxytyrosol 1-O-glucoside	CHEBI:167980	Hydroxytyrosol 1-O-glucoside	primary_name	exact_label
20902	Isoacteoside	CHEBI:192072	Isoacteoside	primary_name	exact_label
20903	Erinapyrone C	CHEBI:168041	Erinapyrone C	primary_name	exact_label
20904	Hovenidulcigenin A	CHEBI:168836	Hovenidulcigenin A	primary_name	exact_label
20905	Hovenidulcioside A1	CHEBI:176326	Hovenidulcioside A1	primary_name	exact_label
20906	Hovenidulcioside A2	CHEBI:180639	Hovenidulcioside A2	primary_name	exact_label
20909	3,5,6-Trihydroxy-5-(hydroxymethyl)-2-methoxy-2-cyclohexen-1-one	CHEBI:172445	3,5,6-Trihydroxy-5-(hydroxymethyl)-2-methoxy-2-cyclohexen-1-one	primary_name	exact_label
20916	Sugeonol	CHEBI:81140	Sugeonol	primary_name	exact_label
20917	8-Deoxy-11-hydroxy-13-chlorogrosheimin	CHEBI:183560	8-Deoxy-11-hydroxy-13-chlorogrosheimin	primary_name	exact_label
20918	Collybial	CHEBI:189928	Collybial	primary_name	exact_label
20919	21beta-Hydroxyhederagenin	CHEBI:191961	21beta-Hydroxyhederagenin	primary_name	exact_label
20920	Lucyoside N	CHEBI:176279	Lucyoside N	primary_name	exact_label
20925	5,7-Megastigmadien-9-ol glucoside	CHEBI:172583	5,7-Megastigmadien-9-ol glucoside	primary_name	exact_label
20926	Valechlorin	CHEBI:169917	Valechlorin	primary_name	exact_label
20927	Marshmine	CHEBI:174772	Marshmine	primary_name	exact_label
20928	Physagulin A	CHEBI:169456	Physagulin A	primary_name	exact_label
20929	Physagulin B	CHEBI:183624	Physagulin B	primary_name	exact_label
20930	Physagulin D	CHEBI:176250	Physagulin D	primary_name	exact_label
20931	(3beta,22E,24R)-Ergosta-4,6,8(14),22-tetraen-3-ol	CHEBI:169432	(3beta,22E,24R)-Ergosta-4,6,8(14),22-tetraen-3-ol	primary_name	exact_label
20935	Ustiloxin C	CHEBI:176049	Ustiloxin C	primary_name	exact_label
20936	Ustiloxin D	CHEBI:168103	Ustiloxin D	primary_name	exact_label
20941	N-Methoxyspirobrassinol methyl ether	CHEBI:169036	N-Methoxyspirobrassinol methyl ether	primary_name	exact_label
20942	Dehydro-4-methoxycyclobrassinin	CHEBI:169362	Dehydro-4-methoxycyclobrassinin	primary_name	exact_label
20943	Nigellidine	CHEBI:168453	Nigellidine	primary_name	exact_label
20946	1,2-Dimethoxy-13-methyl-[1,3]benzodioxolo[5,6-c]phenanthridine	CHEBI:175414	1,2-Dimethoxy-13-methyl-[1,3]benzodioxolo[5,6-c]phenanthridine	primary_name	exact_label
20947	2-Methoxycanthin-6-one	CHEBI:174291	2-Methoxycanthin-6-one	primary_name	exact_label
20949	S-Propyl thiosulfate	CHEBI:169710	S-Propyl thiosulfate	primary_name	exact_label
20950	erythro-6,8-Nonacosanediol	CHEBI:184752	Erythro-6,8-nonacosanediol	primary_name	exact_label
20953	erythro-6,8-Tricosanediol	CHEBI:192205	Erythro-6,8-Tricosanediol	primary_name	exact_label
20964	9-Hydroxytridecyl docosanoate	CHEBI:171736	9-Hydroxytridecyl docosanoate	primary_name	exact_label
20970	Raphanusamide	CHEBI:193656	Raphanusamide	primary_name	exact_label
20971	Sambutoxin	CHEBI:180131	Sambutoxin	primary_name	exact_label
20974	(E)-Squamosamide	CHEBI:180579	(E)-Squamosamide	primary_name	exact_label
20975	4-(3-Hydroxy-7-phenyl-6-heptenyl)-1,2-benzenediol	CHEBI:174843	4-(3-Hydroxy-7-phenyl-6-heptenyl)-1,2-benzenediol	primary_name	exact_label
20976	(-)-(E)-1-(4-Hydroxyphenyl)-7-phenyl-6-hepten-3-ol	CHEBI:174010	(-)-(E)-1-(4-Hydroxyphenyl)-7-phenyl-6-hepten-3-ol	primary_name	exact_label
20977	1-(4-Hydroxy-3,5-dimethoxyphenyl)-7-(4-hydroxy-3-methoxyphenyl)-3,5-heptanediol	CHEBI:176008	1-(4-Hydroxy-3,5-dimethoxyphenyl)-7-(4-hydroxy-3-methoxyphenyl)-3,5-heptanediol	primary_name	exact_label
20983	Gingerglycolipid A	CHEBI:168185	Gingerglycolipid A	primary_name	exact_label
20984	Gingerglycolipid B	CHEBI:184627	Gingerglycolipid B	primary_name	exact_label
20985	Gingerglycolipid C	CHEBI:172798	Gingerglycolipid C	primary_name	exact_label
20986	Lepidimoic acid	CHEBI:169657	Lepidimoic acid	primary_name	exact_label
20988	2-Hydroxy-3-methyl-4H-pyran-4-one O-(6E-cinnamoyl-b-D-glucoside)	CHEBI:192037	2-Hydroxy-3-methyl-4H-pyran-4-one O-(6E-cinnamoyl-b-D-glucoside)	primary_name	exact_label
20989	Kanzonol R	CHEBI:175772	Kanzonol R	primary_name	exact_label
20990	Kanzonol N	CHEBI:175909	Kanzonol N	primary_name	exact_label
20991	Kanzonol M	CHEBI:171678	Kanzonol M	primary_name	exact_label
20992	Kanzonol O	CHEBI:191851	Kanzonol O	primary_name	exact_label
20993	Persin	CHEBI:168336	Persin	primary_name	exact_label
20999	(S)-3-Ethylidenehexahydropyrrolo[1,2-a]pyrazine-1,4-dione	CHEBI:193739	(S)-3-Ethylidenehexahydropyrrolo[1,2-a]pyrazine-1,4-dione	primary_name	exact_label
21001	(3beta,5alpha,7alpha)-14-Methylcholesta-9(11),24-diene-3,7-diol	CHEBI:175330	(3beta,5alpha,7alpha)-14-Methylcholesta-9(11),24-diene-3,7-diol	primary_name	exact_label
21003	Artonin U	CHEBI:175517	Artonin U	primary_name	exact_label
21004	Artonin V	CHEBI:175538	Artonin V	primary_name	exact_label
21005	Perilloside E	CHEBI:175766	Perilloside E	primary_name	exact_label
21006	Kanzonol L	CHEBI:193448	Kanzonol L	primary_name	exact_label
21013	Kinobeon A	CHEBI:175575	Kinobeon A	primary_name	exact_label
21014	Artonin Q	CHEBI:190061	Artonin Q	primary_name	exact_label
21015	Artonin R	CHEBI:192411	Artonin R	primary_name	exact_label
21016	Heterophylol	CHEBI:176014	Heterophylol	primary_name	exact_label
21020	24-Epibrassinolide	CHEBI:201452	24-Epibrassinolide	primary_name	exact_label
21023	2a-Hydroxygypsogenin 3-O-b-D-glucoside	CHEBI:176275	2a-Hydroxygypsogenin 3-O-b-D-glucoside	primary_name	exact_label
21024	N-Methoxyspirobrassinol	CHEBI:174681	N-Methoxyspirobrassinol	primary_name	exact_label
21029	3''-Chloro-3''-deoxytriphasiol	CHEBI:190063	3''-Chloro-3''-deoxytriphasiol	primary_name	exact_label
21030	Corchorosol A	CHEBI:169214	Corchorosol A	primary_name	exact_label
21032	Sonchifolin	CHEBI:175820	Sonchifolin	primary_name	exact_label
21037	8-Methyldihydrochelerythrine	CHEBI:178142	8-Methyldihydrochelerythrine	primary_name	exact_label
21038	8-Deoxy-11,13-dihydroxygrosheimin	CHEBI:168729	8-Deoxy-11,13-dihydroxygrosheimin	primary_name	exact_label
21040	Feruloyl-beta-sitosterol	CHEBI:176163	Feruloyl-beta-sitosterol	primary_name	exact_label
21042	(+)-Lyoniresinol 9-glucoside	CHEBI:191589	(+)-Lyoniresinol 9-glucoside	primary_name	exact_label
21043	(7'R)-(+)-Lyoniresinol 9'-glucoside	CHEBI:191569	(7'R)-(+)-Lyoniresinol 9'-glucoside	primary_name	exact_label
21048	Methyl cis-p-coumarate 3-(3,7-dimethyl-2,6-octadienyl)	CHEBI:191792	Methyl cis-p-coumarate 3-(3,7-dimethyl-2,6-octadienyl)	primary_name	exact_label
21057	Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[(4-hydroxybenzoyl)-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside]	CHEBI:180875	Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[(4-hydroxybenzoyl)-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside]	primary_name	exact_label
21064	Cycloartocarpin	CHEBI:172674	Cycloartocarpin	primary_name	exact_label
21066	(-)-Shinpterocarpin	CHEBI:175114	(-)-Shinpterocarpin	primary_name	exact_label
21067	Myrigalone G	CHEBI:174741	Myrigalone G	primary_name	exact_label
21068	Myrigalone H	CHEBI:168473	Myrigalone H	primary_name	exact_label
21069	Pelargonidin 5-galactoside	CHEBI:176113	Pelargonidin 5-galactoside	primary_name	exact_label
21071	1-Methoxyphaseollin	CHEBI:173271	1-Methoxyphaseollin	primary_name	exact_label
21074	1-O-Sinapoylglucose	CHEBI:168021	1-O-Sinapoylglucose	primary_name	exact_label
21075	(3S,5R,6S,7E,9x)-7-Megastigmene-3,6,9-triol 9-glucoside	CHEBI:172625	(3S,5R,6S,7E,9x)-7-Megastigmene-3,6,9-triol 9-glucoside	primary_name	exact_label
21083	Hericene A	CHEBI:172742	Hericene A	primary_name	exact_label
21084	Hericene B	CHEBI:172758	Hericene B	primary_name	exact_label
21085	Hericene C	CHEBI:192329	Hericene C	primary_name	exact_label
21090	Ilicifolinoside A	CHEBI:167971	Ilicifolinoside A	primary_name	exact_label
21094	3,4,5-Trimethoxyphenyl glucoside	CHEBI:175374	3,4,5-Trimethoxyphenyl glucoside	primary_name	exact_label
21095	Benzyl beta-primeveroside	CHEBI:136548	benzyl beta-primeveroside	primary_name	exact_label
21098	Kanzonol Q	CHEBI:174426	Kanzonol Q	primary_name	exact_label
21099	Kanzonol P	CHEBI:69097	kanzonol P	primary_name	exact_label
21103	Edulisin IV	CHEBI:175620	Edulisin IV	primary_name	exact_label
21104	Edulisin III	CHEBI:175938	Edulisin III	primary_name	exact_label
21105	Edulisin V	CHEBI:230008	Edulisin V	primary_name	exact_label
21106	Vitexin 6''-(3-hydroxy-3-methylglutarate)	CHEBI:186024	Vitexin 6''-(3-hydroxy-3-methylglutarate)	primary_name	exact_label
21107	Dehydroxymethylflazine	CHEBI:190030	Dehydroxymethylflazine	primary_name	exact_label
21108	Panaquinquecol 7	CHEBI:169056	Panaquinquecol 7	primary_name	exact_label
